tokens;date;group
"людиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁самый активный участник конец месяц получить подарок команда проект . 👩‍💼пример читать людмила алексеев . 100словокарелия .";2020-11-18 15:00:07;satasanaa
"петрозаводск вепсском✨ школьник продолжать рассказывать вепсский язык родный место . смотреть слушайте.видеоролик снабдить субтитр русский языке👇 видеоролик подготовить рамка проект . club40611359|кроо общество вепсский культура поддержка club147415188|министерство национальный политика карелия .";2020-11-18 15:47:00;desyatiletieyazykovkarelia
"club92453132|шелтозерский вепсский этнографический музей присоединиться акция диктант вепсский язык .";2020-11-19 09:11:16;desyatiletieyazykovkarelia
"представлять участник проект id18209150|сергей минвалеев . фотография сергей сделать остров кижи год . сергей попытаться повторить знаменитый снимка . инх игра кюккть спасти борода позор сделать деревня лувозеро . победить игрок наклонять корпус упираться палка земля победитель садиться верхом спина первый палка новый кон бросать спина победить партнёр . казаться получиться здорово .  мочь стать участник флешмоб это необходимо подобрать чёрно-белый фотография который изобразить представитель финно-угорский народ карелия попробовать повторить современный условие выложить фотография социальный сеть добавить хэштег . флешмоб продлиться ноябрь участник проект отметить памятный приз министерство национальный региональный политика .";2020-11-19 10:47:45;desyatiletieyazykovkarelia
"вепсский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦱пример читать дарья швецов газета кодим который выходить месяц петрозаводск . 100словокарелия вепсский .";2020-11-19 11:00:06;satasanaa
"загадка club143267554|молодые учёный иять часто название деревня отображаться характерный физико-географический особенность местность объект рядом который располагаться деревня . соотнести привести ниже название населить пункт географический объект информация который заключить ойконим . ";2020-11-19 11:25:00;desyatiletieyazykovkarelia
"финский язык 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать инна нипполайнный ресурсный языковой медиацентр карелов вепс финн республика карелия . 100словокарелия .";2020-11-19 12:00:06;satasanaa
"вепсский поэт рассказывать club37553609|национальный библиотека республика карелия рамка неделя вепсский язык . ";2020-11-19 14:01:00;desyatiletieyazykovkarelia
"друг институт язык литература история карнц ран подготовить ещё лекция неделя вепсский язык . язык вепс рассказывать кандидат филологический наука ольга юриевич жуков . ";2020-11-19 15:05:00;desyatiletieyazykovkarelia
"🍁друг рамка неделя вепсский язык обещать подготовить викторин посвятить 90-летие день рождение краевед основатель шелтозёрский вепсский этнографический музей рюрик петрович лонина . знать рюрик петрович история создание музей . заходить ссылка тест отвечать вопросы😉 .";2020-11-19 17:46:00;desyatiletieyazykovkarelia
"день традиционный вепсский кухня наметить суббота группа club40611359|кроо общество вепсский культура день состояться мастер-класс свательный пирог который присоединиться время ной москва подключиться конференция идентификатор конференция код доступ приятный аппетит . готовимвместо .";2020-11-20 10:00:07;desyatiletieyazykovkarelia
"закреплять слово пройти неделя пример ливвиковский . старый дом наслать ткацкий станок бабушка . собственно карельский . выставка представить различный ткацкий станок . людиковский . ранний каждый дом ткацкий станок . вепсский . вепсский музей увидеть ткацкий станок . финский язык . бабушкин дом стоить большой ткацкий станок . ";2020-11-20 11:00:08;satasanaa
"ещё фотография id176311723|наталья асанов . посмотреть прелесть снимок-оригинал инто конрад инх запечатлеть маленький окк минозеро маленький карельский красавица современный фотография казаться удаться передать настроение фотография . думать . друг сегодня последний день наш флешмоб ещё мочь стать участник это необходимо подобрать чёрно-белый фотография который изобразить представитель финно-угорский народ карелия попробовать повторить современный условие выложить фотография социальный сеть добавить хэштег . участник отметить памятный приз министерство национальный региональный политика .";2020-11-20 11:06:00;desyatiletieyazykovkarelia
"диктант вепсский язык присоединиться ребята club140823924|винницкий школа ленинградский область . ноябрь рамка неделя вепсский язык четверо учиться внеурочный занятие хранитель язык традиция учитель начальный класс моисеев ольга василиевич принять участие акция диктант вепсский язык . хороший результат среди обучаться мбоу винницкий школа-интернат ткачук диана класс балл . организатор проведение диктант винницкий школа поливанов поздравлять весь хороший результат желать дальнейший успех изучение вепсский язык . ";2020-11-20 11:36:47;desyatiletieyazykovkarelia
"club51949881|студия вокруг кросно курс мастер-класс присоединяться флешмоб фото преподаватель студия наталья денисов ученица анна евсеев повторять приветствие северный карелка описать зарисовать луис спарра беломорский карелия год . получиться здорово👏🏻👏🏻👏🏻 . напоминать сегодня последний день наш флешмоб ещё мочь стать участник это необходимо подобрать чёрно-белый фотография который изобразить представитель финно-угорский народ карелия попробовать повторить современный условие выложить фотография социальный сеть добавить хэштег . участник отметить памятный приз министерство национальный региональный политика .";2020-11-20 13:06:00;desyatiletieyazykovkarelia
"👨‍🎓загадка известно многие вепсский карельский деревня часто получать свой название имя прозвище основатель житель географический объект берег который непосредственный близость который располагаться . например название деревня розмег вепс . восходить вепсский слово ржавчина территория деревня источник вода который высокий содержание железо название деревня рыбрека вепс . восходить название река отличительный черта который видимо обилие рыба сравнить . вепс . рыба река название деревня вехручей вепс . происходить вепс . вахта трехлистный ручей ручей берег который произрастать растение вахта трехлистный . внимание вопрос цель карел вепс использовать данный растение окрашивание ткань качество корм скот лакомство ребёнок сушить набивать подушка лечебный цель голодный время добавлять выпечка хлеб . заходить группа club143267554|молодые учёный иять оставлять комментарий ваш ответ . верный ответ прошлый загадка ждать группа . ";2020-11-20 14:02:01;desyatiletieyazykovkarelia
"неделя вепсский язык подходить конец . наверняка диктант вепсский язык написать всё желать . время опубликовать текст диктант самопроверка также сертификат написать диктант самостоятельно вне организовать площадка . каковой критерий оценка . максимальный количество балл который мочь набрать участник написать диктант составлять балл . ошибка грамматический пунктуационный равный минус балл . количество балл вычет весь ошибка проставляться сертификат . пример участник диктант допустить ошибка набирать балл . спасибо участие акция . уверить ваш результат превосходный . ";2020-11-20 16:00:04;desyatiletieyazykovkarelia
"рвбрека вепсский языке👇 видеоролик подготовить рамка проект . club40611359|кроо общество вепсский культура поддержка club147415188|министерство национальный политика карелия .";2020-11-20 19:40:00;desyatiletieyazykovkarelia
"это рыборецкий школьник писать диктант вепсский язык . акция участвовать человек👍 .";2020-11-21 09:05:01;desyatiletieyazykovkarelia
"выходной вепсский акцент .";2020-11-21 10:06:00;desyatiletieyazykovkarelia
"🔥напоминать сегодня club40611359|кроо общество вепсский культура проводить онлайн мастер-класс вепсский выпечка сладкий пирог . присоединяться . нужно никуда идти . подключиться наш конференция онлайн важный условие сфотографировать получиться пирог прислать фото . 📌подключиться конференция идентификатор конференция код доступ .";2020-11-21 10:34:00;desyatiletieyazykovkarelia
"закреплять слово пройти неделя пример ливвиковский . пол пёстрый половик . собственно карельский . мама помыть пол расстелить половик . людиковский . постель половик пол . вепсский . бабушка постелить пол новый половик . финский язык . яркий половик продавать магазин рукоделие . ";2020-11-21 13:00:02;satasanaa
"дорогой друг . объявлять завершение флешмоб посвятить день родственный финно-угорский народ . благодарить участник поддержать наш идея id176311723|наталья асанов id172073063|наталья громов id509441204|любовь иванов id66852321|людмила блинков id18209150|сергей минвалеев id11848710|наталья денисов id2155012|анный евсеев рада вручить памятный приз книга издать поддержка министерство нацполитик карелия . близкий время связаться . 📸друг идея творчество это заканчиваться надеяться работа наш участник вдохновить создание собственный шедевр .";2020-11-21 17:34:00;desyatiletieyazykovkarelia
"вепсский эпос рассказывать создатель нина григориевич зайцев . благодаря проект . club40611359|кроо общество вепсский культура эпос озвучить студия читать слушать👇 проект поддержать club147415188|министерство национальный политика карелия .";2020-11-21 19:11:00;desyatiletieyazykovkarelia
"наш акция диктант вепсский язык присоединиться ребята бабаевский район вологодский области📝 .";2020-11-22 09:17:13;desyatiletieyazykovkarelia
"club193989447|детский социальный гостиная посёлок ильинский присоединиться неделя карельский язык . детский социальный гостиная пройти добрый карельский посиделки . ";2020-11-22 11:34:00;desyatiletieyazykovkarelia
"🎶сегодняшний день неделя вепсский язык посвятить музыкальный культура вепс . говорить вепсский музыкальный коллектив первый ум приходить наш вепсский народный .";2020-11-22 13:28:57;desyatiletieyazykovkarelia
"молодой талантливый исполнитель вепсский песня евгений фотей . евгений писать текст музыка свой песням🎧 .";2020-11-22 16:29:06;desyatiletieyazykovkarelia
"почему наряжаться девушка конец начало век южный карелия . рассказывать наглядно показывать сотрудник club172096736|ресурсный медиацентр карелов вепс финн наталья денисов . 📽видеолекция подготовить карельский региональный общественный организация людиковский росток рамка проект club197280372|людиковский исторический короб реализовать поддержка club147415188|министерство национальный политика карелия .";2020-11-23 10:58:00;desyatiletieyazykovkarelia
"слово девяносто второе слово карелия рысь рысь самый северный вид кошачий . красивый хищник обитать карельский лес занести красный книга россия . нередко рысь появляться населить пункт . десять год назад рысь появиться центр петрозаводск возле здание законодательный собрание республика . благодаря случай животное стать талисман 90-летие республика карелия . 💢ливвиковский карельский 💢собственный карельский 💢людиковский 💢вепсский 💢финский 🙇‍♂повторять диктор тренировать произношение . ❤предлагать свой любимый слово карелия тема обсуждение ссылка снимать видеоролик присылать личный сообщение группа выкладывать страница хештэг . 🎨иллюстрация слово рысь дмитрий дмитриев . 100словокарелия .";2020-11-23 11:07:06;satasanaa
"ливвиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦰пример читать элина потапов газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-11-23 12:00:12;satasanaa
"собственно карельский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать ирина зайцев газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-11-23 13:00:09;satasanaa
"людиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁самый активный участник конец месяц получить подарок команда проект . 👩‍💼пример читать людмила алексеев . 100словокарелия .";2020-11-23 14:00:06;satasanaa
"дорогой друг . завершиться неделя карельский вепсский язык республика карелия . рамка акция житель республика смочь присоединиться разнообразный мероприятие направить популяризация язык культура коренной народ республика карелов вепс . центральный событие неделя стать написание club178267612|диктант карельский вепсский язык . министерство национальный региональный политика карелия благодарить содействие проведение неделя карельский вепсский язык club48634186|национальный редакция гтрк карелия ⚡институт язык литература история club143267554|молодые учёный иять club37553609|национальный библиотека карелия club791498|национальный музей карелия club92453132|шелтозерский вепсский этнографический музей club181505278|национальный архив карелия club30461892|центр народный творчество культурный инициатива карелия club41495907|этнокультурный центр пряжинский национальный муниципальный район id154043584|этнокультурный центр калевалатать club22345|петрозаводский государственный университет ⚡лоухский межпоселенческий библиотека club28399192|издательство периодика союз карельский народ club161037608|общество карельский культура club187113700|карельский народный хор club40611359|кроо общество вепсский культура club157819171|кроо лига прибалтийско-финский народ . отдельный спасибо id8432303|наталья чакку чаккуева . также благодарить весь слушать аудиолекция писать диктант пек пирог делать клюквенный мусса отгадывать загадка решать ребус слушать музыка подпевать проводить вечер просмотр видео просто протяжение неделя . рада прочитать ваш отзыв мероприятие . кстати наш группа продолжать работа .";2020-11-23 17:49:00;desyatiletieyazykovkarelia
"знать . вепсы_карелия .";2020-11-24 10:49:00;desyatiletieyazykovkarelia
"вепсский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦱пример читать дарья швецов газета кодим который выходить месяц петрозаводск . 100словокарелия вепсский .";2020-11-24 11:00:03;satasanaa
"финский язык 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать инна нипполайнный ресурсный языковой медиацентр карелов вепс финн республика карелия . 100словокарелия .";2020-11-24 13:00:03;satasanaa
"друг ничто согревать длинный осенний зимний вечер ароматный домашний выпечка . сегодня предлагать испечь расписать медовый пряник вместе проект заонежие третий рим реализовать общественный организация конди поддержка министерство нацполитик карелия . большой мастер-класс группа проект . кухня_карелия .";2020-11-24 18:21:06;desyatiletieyazykovkarelia
"☀добрый утро хороший день . музыка_карелия .";2020-11-25 10:32:00;desyatiletieyazykovkarelia
"слово девяносто третий слово карелия олень карелия водиться дикий лесной олень . обычный дело олень домашний . называться по-разному . оленеводство традиционный население север карелия существовать оленеводческий совхоз . домашний олень встретить основное туристический объект однако первый олений ферма работать лоухский район республика . 💢ливвиковский карельский 💢собственный карельский 💢людиковский 💢вепсский 💢финский 🙇‍♂повторять диктор тренировать произношение . ❤предлагать свой любимый слово карелия тема обсуждение ссылка снимать видеоролик присылать личный сообщение группа выкладывать страница хештэг . 🎨иллюстрация слово олень дмитрий дмитриев . 100словокарелия .";2020-11-25 11:00:11;satasanaa
"ливвиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦰пример читать элина потапов газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-11-25 12:00:12;satasanaa
"собственно карельский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать ирина зайцев газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-11-25 13:00:08;satasanaa
"людиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁самый активный участник конец месяц получить подарок команда проект . 👩‍💼пример читать людмила алексеев . 100словокарелия .";2020-11-25 14:00:08;satasanaa
"знать среди олонецкий карелов бытовать примета связанный успешность предстоящий путь выход дом путник попасться навстречу свинья дорога удачный встретиться женщина собака успех . следовать вернуться дом сесть лавка перекреститься вновь отправиться путь . голодный желудок дом выходить . защитить потенциальный болезнь дорога съедать несколько крошка хлеб горсть мука . карелы_карелия .";2020-11-25 19:32:26;desyatiletieyazykovkarelia
"означать образный выражение снег рот карельский язык . образные_выражения_карелия .";2020-11-26 10:02:01;desyatiletieyazykovkarelia
"вепсский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦱пример читать дарья швецов газета кодим который выходить месяц петрозаводск . 100словокарелия вепсский .";2020-11-26 11:00:03;satasanaa
"финский язык 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать наталья денисов ресурсный языковой медиацентр карелов вепс финн республика карелия . 100словокарелия .";2020-11-26 12:00:05;satasanaa
"молодой научиться старый помнишь☝🏻 пословицы_карелия .";2020-11-26 19:26:00;desyatiletieyazykovkarelia
"закреплять слово пройти неделя пример ливвиковский . рысь кошка больший . собственно карельский . рысь относиться семейство кошачий . людиковский . видеть рысь . вепсский . видеть рысь . финский язык . рысить ухо кисточка пёстрый мех больший лапа . ";2020-11-27 11:00:04;satasanaa
"ноябрь карельский народный календарь отмечаться осенний мясопуст заговенье рождественский пост последний день рождественский пост . баня нужный ужин заговенье . вытереть рот помазок крыло хвост птица завтра пост наступить . народный_календарь_карелия .";2020-11-27 11:11:00;desyatiletieyazykovkarelia
"👰🤵много интересный подробность свадебный обрядность карелов-людиков узнать посмотреть видеолекция молодой учёный иять карнц ран сергей минвалеевым👇🏻 📽видеолекция подготовить рамка проект club197280372|людиковский исторический короб реализовать поддержка club147415188|министерство национальный политика карелия нко_карелия карелы_карелия .";2020-11-27 19:12:00;desyatiletieyazykovkarelia
"закреплять слово пройти неделя пример ливвиковский . говорить наш лес водиться олень . собственно карельский . ранний наш лес водиться дикий олень . людиковский . олень больший рог . вепсский . северный народ издревле разводить олень . финский язык . оленеводство являться традиционный вид деятельность саами . ";2020-11-28 11:00:03;satasanaa
"посвятить вечер лекция ольга жуков фольклорный особенность вепсов📝 .";2020-11-29 18:14:19;desyatiletieyazykovkarelia
"праздник звяканье цеп . это праздник завершение обмолот . праздновать дом первый обмолачивать всё зерновой . праздник начинаться идти повитуха двор рига провеивать зерно . повитуха спрашивать дело . ответить идти рига спрашивать . повитуха спрашивать передник . расправить . расправлять передник повитуха класть горсть зерно . спасибо повитуха говорить . несмотря осень весь вдоволь зерно обычай всё-таки соблюдать . течение день дом повитуха печь круглый хлебец тест пирожок кохахус сканец кохахус пресный . затем вечером приглашать народ дом праздник говорить приходить звяканье цеп . пить чай топлёный молоко выпечка . праздники_карелия .";2020-11-30 10:49:00;desyatiletieyazykovkarelia
"🎬завершиться проект . кроо общество вепсский культура . целый год ребята озвучивать книга вепсский язык учиться аудио- видеомонтаж участвовать мастер-класс видеосъёмка . результат проект репортаж гтрк карелия👇🏻 проект реализовать поддержка club147415188|министерство национальный политика карелия вепсы_карелия .";2020-11-30 19:48:00;desyatiletieyazykovkarelia
"слово девяносто четвёртый слово карелия снег снег это радость делать тёмный северный зима светлый . снег это надежда пушистый покров зимовать растение животное . снег это движение зимой кататься лыжа санки сноуборд снегоход . карельский вепсский финский язык это слово звучать одинаково . 💢ливвиковский карельский 💢собственный карельский 💢людиковский 💢вепсский 💢финский 🙇‍♂повторять диктор тренировать произношение . ❤предлагать свой любимый слово карелия тема обсуждение ссылка снимать видеоролик присылать личный сообщение группа выкладывать страница хештэг . 🎨иллюстрация слово снег дмитрий дмитриев . 100словокарелия .";2020-12-01 11:00:09;satasanaa
"ливвиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦰пример читать элина потапов газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-12-01 12:00:08;satasanaa
"мёрзлый земля поросёнок хлев загнать . пословицы_карелия .";2020-12-01 12:07:51;desyatiletieyazykovkarelia
"итог ноябрь . ноябрь карелия пройти неделя карельский вепсский язык наш проект каждый неделя это возможность узнать новый слово язык народ карелия . ноябрь самый активный участник проект слово карелия стать наталья гилоева . поздравлять наталья близкий время связаться передать подарок команда проект . конец год остаться немного очень скоро выучить ровно слово наш любимый карелия . 100словокарелия .";2020-12-01 12:18:20;satasanaa
"собственно карельский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать ирина зайцев газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-12-01 13:00:05;satasanaa
"людиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁самый активный участник конец месяц получить подарок команда проект . 👩‍💼пример читать людмила алексеев . 100словокарелия .";2020-12-01 14:00:04;satasanaa
